id,y
845,0
846,1
847,1
848,0
849,1
850,1
851,0
852,0
853,2
854,0
855,2
856,0
857,0
858,2
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,2
868,0
869,0
870,1
871,0
872,0
873,2
874,0
875,1
876,1
877,0
878,1
879,3
880,0
881,3
882,1
883,1
884,0
885,0
886,1
887,1
888,1
889,0
890,0
891,1
892,0
893,0
894,1
895,0
896,3
897,1
898,1
899,1
900,0
901,0
902,1
903,3
904,0
905,3
906,0
907,1
908,1
909,0
910,1
911,1
912,0
913,1
914,0
915,1
916,1
917,3
918,0
919,0
920,1
921,0
922,0
923,0
924,3
925,1
926,0
927,1
928,0
929,0
930,0
931,0
932,2
933,2
934,0
935,0
936,1
937,1
938,1
939,1
940,2
941,1
942,1
943,1
944,0
945,0
946,1
947,0
948,2
949,1
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,2
958,1
959,3
960,0
961,1
962,1
963,0
964,0
965,0
966,3
967,2
968,1
969,1
970,1
971,1
972,1
973,0
974,1
975,1
976,0
977,2
978,1
979,3
980,1
981,0
982,1
983,0
984,0
985,0
986,1
987,1
988,1
989,0
990,0
991,2
992,0
993,1
994,1
995,2
996,0
997,1
998,1
999,2
1000,1
1001,1
1002,1
1003,0
1004,0
1005,1
1006,1
1007,3
1008,0
1009,1
1010,1
1011,1
1012,0
1013,0
1014,0
1015,1
1016,3
1017,0
1018,1
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,1
1027,0
1028,1
1029,1
1030,1
1031,1
1032,0
1033,1
1034,1
1035,0
1036,3
1037,1
1038,1
1039,1
1040,0
1041,3
1042,0
1043,0
1044,1
1045,0
1046,0
1047,2
1048,1
1049,0
1050,1
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,3
1059,0
1060,0
1061,0
1062,0
1063,3
1064,1
1065,0
1066,0
1067,2
1068,2
1069,0
1070,0
1071,0
1072,1
1073,3
1074,3
1075,0
1076,0
1077,0
1078,2
1079,0
1080,1
1081,0
1082,0
1083,1
1084,0
1085,1
1086,1
1087,0
1088,1
1089,3
1090,1
1091,1
1092,0
1093,3
1094,1
1095,0
1096,0
1097,0
1098,1
1099,1
1100,1
1101,0
1102,0
1103,1
1104,1
1105,0
1106,0
1107,1
1108,0
1109,0
1110,0
1111,0
1112,1
1113,0
1114,2
1115,0
1116,0
1117,0
1118,2
1119,0
1120,0
1121,0
1122,1
1123,0
1124,0
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,1
1132,0
1133,0
1134,3
1135,2
1136,0
1137,1
1138,1
1139,0
1140,0
1141,0
1142,2
1143,3
1144,1
1145,3
1146,1
1147,2
1148,0
1149,1
1150,3
1151,0
1152,0
1153,0
1154,0
1155,1
1156,1
1157,0
1158,1
1159,1
1160,1
1161,0
1162,1
1163,1
1164,1
1165,2
1166,0
1167,0
1168,1
1169,1
1170,0
1171,0
1172,2
1173,1
1174,2
1175,1
1176,1
1177,2
1178,1
1179,1
1180,0
1181,1
1182,0
1183,3
1184,0
1185,1
1186,1
1187,1
1188,0
1189,1
1190,0
1191,1
1192,3
1193,1
1194,0
1195,1
1196,0
1197,3
1198,1
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,0
1206,0
1207,0
1208,0
1209,3
1210,0
1211,1
1212,2
1213,1
1214,0
1215,0
1216,0
1217,1
1218,0
1219,1
1220,1
1221,0
1222,0
1223,2
1224,0
1225,1
1226,1
1227,1
1228,2
1229,1
1230,1
1231,1
1232,0
1233,0
1234,1
1235,0
1236,0
1237,2
1238,2
1239,0
1240,0
1241,1
1242,1
1243,0
1244,0
1245,0
1246,1
1247,1
1248,1
1249,0
1250,1
1251,0
1252,0
1253,0
1254,1
1255,0
1256,1
1257,0
1258,0
1259,1
1260,1
1261,1
1262,1
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,1
1270,0
1271,2
1272,1
1273,1
1274,0
1275,0
1276,1
1277,2
1278,0
1279,0
1280,1
1281,1
1282,0
1283,0
1284,1
1285,0
1286,1
1287,1
1288,0
1289,3
1290,0
1291,1
1292,0
1293,3
1294,0
1295,2
1296,0
1297,0
1298,0
1299,0
1300,3
1301,0
1302,0
1303,1
1304,0
1305,1
1306,0
1307,0
1308,0
1309,1
1310,0
1311,1
1312,1
1313,0
1314,0
1315,1
1316,0
1317,1
1318,1
1319,1
1320,0
1321,1
1322,1
1323,1
1324,0
1325,1
1326,0
1327,2
1328,0
1329,0
1330,0
1331,1
1332,1
1333,1
1334,0
1335,1
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,3
1344,1
1345,1
1346,1
1347,0
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,3
1355,3
1356,0
1357,2
1358,0
1359,1
1360,0
1361,1
1362,0
1363,0
1364,0
1365,1
1366,0
1367,3
1368,0
1369,0
1370,1
1371,0
1372,0
1373,0
1374,0
1375,1
1376,1
1377,0
1378,0
1379,0
1380,1
1381,0
1382,1
1383,0
1384,2
1385,0
1386,1
1387,1
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,1
1395,0
1396,0
1397,1
1398,1
1399,2
1400,1
1401,0
1402,0
1403,0
1404,0
1405,1
1406,2
1407,0
1408,1
1409,0
1410,0
1411,1
1412,1
1413,2
1414,0
1415,2
1416,0
1417,3
1418,0
1419,0
1420,0
1421,3
1422,3
1423,2
1424,1
1425,1
1426,0
1427,0
1428,1
1429,0
1430,2
1431,1
1432,0
1433,1
1434,0
1435,1
1436,1
1437,2
1438,0
1439,1
1440,1
1441,3
1442,0
1443,0
1444,2
1445,0
1446,2
1447,0
1448,0
1449,0
1450,0
1451,1
1452,1
1453,0
1454,1
1455,0
1456,1
1457,0
1458,2
1459,2
1460,0
1461,2
1462,1
1463,0
1464,1
1465,0
1466,1
1467,1
1468,0
1469,1
1470,1
1471,1
1472,0
1473,2
1474,0
1475,0
1476,3
1477,0
1478,0
1479,0
1480,0
1481,0
1482,2
1483,1
1484,2
1485,1
1486,0
1487,1
1488,1
1489,3
1490,0
1491,1
1492,0
1493,1
1494,1
1495,0
1496,0
1497,1
1498,3
1499,0
1500,0
1501,1
1502,0
1503,0
1504,0
1505,1
1506,3
1507,1
1508,0
1509,3
1510,2
1511,0
1512,1
1513,2
1514,0
1515,2
1516,0
1517,0
1518,0
1519,3
1520,0
1521,1
1522,0
1523,0
1524,1
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,0
1538,1
1539,1
1540,2
1541,0
1542,0
1543,0
1544,1
1545,1
1546,0
1547,2
1548,0
1549,1
1550,3
1551,0
1552,0
1553,1
1554,3
1555,1
1556,1
1557,1
1558,0
1559,0
1560,2
1561,0
1562,3
1563,2
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,0
1571,0
1572,3
1573,3
1574,0
1575,1
1576,0
1577,0
1578,2
1579,0
1580,0
1581,0
1582,3
1583,1
1584,1
1585,0
1586,1
1587,0
1588,2
1589,1
1590,1
1591,1
1592,1
1593,0
1594,3
1595,0
1596,0
1597,0
1598,0
1599,1
1600,0
1601,2
1602,0
1603,1
1604,0
1605,0
1606,1
1607,3
1608,1
1609,0
1610,0
1611,0
1612,0
1613,1
1614,0
1615,3
1616,0
1617,1
1618,2
1619,2
1620,0
1621,0
1622,1
1623,1
1624,0
1625,0
1626,3
1627,1
1628,0
1629,1
1630,1
1631,0
1632,1
1633,0
1634,3
1635,0
1636,1
1637,1
1638,2
1639,0
1640,0
1641,0
1642,0
1643,0
1644,3
1645,3
1646,2
1647,0
1648,0
1649,0
1650,1
1651,1
1652,3
1653,1
1654,0
1655,1
1656,2
1657,0
1658,0
1659,3
1660,3
1661,0
1662,1
1663,0
1664,1
1665,0
1666,0
1667,0
1668,1
1669,0
1670,0
1671,1
1672,1
1673,2
1674,1
1675,3
1676,0
1677,1
1678,1
1679,0
1680,1
1681,1
1682,0
1683,0
1684,1
1685,0
1686,1
1687,0
1688,0
1689,0
1690,3
1691,0
1692,1
1693,0
1694,1
1695,0
1696,2
1697,0
1698,3
1699,0
1700,1
1701,1
1702,1
1703,0
1704,0
1705,1
1706,1
1707,0
1708,1
1709,3
1710,0
1711,1
1712,2
1713,0
1714,0
1715,0
1716,1
1717,0
1718,0
1719,0
1720,1
1721,0
1722,2
1723,1
1724,1
1725,0
1726,0
1727,1
1728,0
1729,3
1730,0
1731,3
1732,0
1733,0
1734,0
1735,2
1736,1
1737,1
1738,3
1739,3
1740,1
1741,0
1742,0
1743,0
1744,0
1745,1
1746,1
1747,1
1748,1
1749,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,1
1756,3
1757,0
1758,2
1759,1
1760,0
1761,0
1762,1
1763,0
1764,0
1765,2
1766,0
1767,0
1768,0
1769,1
1770,0
1771,1
1772,0
1773,0
1774,0
1775,1
1776,1
1777,1
1778,0
1779,0
1780,1
1781,0
1782,1
1783,0
1784,0
1785,1
1786,0
1787,0
1788,2
1789,0
1790,1
1791,3
1792,0
1793,0
1794,2
1795,0
1796,2
1797,1
1798,0
1799,1
1800,0
1801,2
1802,0
1803,0
1804,0
1805,0
1806,1
1807,1
1808,1
1809,3
1810,0
1811,1
1812,0
1813,1
1814,0
1815,0
1816,1
1817,1
1818,3
1819,0
1820,1
1821,1
1822,0
1823,0
1824,0
1825,0
1826,3
1827,0
1828,0
1829,0
1830,2
1831,1
1832,1
1833,0
1834,1
1835,3
1836,1
1837,0
1838,0
1839,1
1840,0
1841,0
1842,0
1843,2
1844,0
1845,1
1846,1
1847,3
1848,0
1849,1
1850,1
1851,3
1852,1
1853,1
1854,1
1855,2
1856,1
1857,0
1858,0
1859,0
1860,3
1861,0
1862,3
1863,0
1864,1
1865,0
1866,0
1867,0
1868,1
1869,0
1870,1
1871,0
1872,0
1873,0
1874,3
1875,0
1876,1
1877,0
1878,3
1879,1
1880,2
1881,0
1882,0
1883,1
1884,1
1885,0
1886,3
1887,0
1888,0
1889,0
1890,2
1891,2
1892,0
1893,1
1894,2
1895,0
1896,3
1897,0
1898,3
1899,0
1900,3
1901,1
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,2
1910,1
1911,2
1912,1
1913,3
1914,1
1915,1
1916,0
1917,1
1918,2
1919,0
1920,0
1921,1
1922,1
1923,0
1924,1
1925,0
1926,0
1927,0
1928,1
1929,0
1930,0
1931,0
1932,3
1933,1
1934,3
1935,1
1936,1
1937,1
1938,0
1939,3
1940,3
1941,3
1942,0
1943,0
1944,0
1945,0
1946,0
1947,3
1948,2
1949,1
1950,2
1951,2
1952,1
1953,0
1954,1
1955,1
1956,0
1957,0
1958,0
1959,0
1960,3
1961,0
1962,1
1963,0
1964,0
1965,1
1966,1
1967,1
1968,0
1969,1
1970,3
1971,0
1972,0
1973,2
1974,0
1975,1
1976,0
1977,1
1978,1
1979,0
1980,0
1981,0
1982,1
1983,0
1984,1
1985,1
1986,0
1987,0
1988,0
1989,0
1990,1
1991,1
1992,1
1993,2
1994,1
1995,0
1996,1
1997,1
1998,2
1999,1
2000,1
